,"Unnamed: 0","Id_x","R_x","Nome","Squadra_x","Pg","Mv","Mf","WeightedPerf","Name","Id_y","R_y","Squadra_y","Qt. Amantra","Qt. Imantra","Diff.","ComputedPrices"
500,500,,,,,,,,1.66309486222465,"SEMPRINI",4444,"Dd;Dc;E","Brescia",2,2,0,-5.24554426960537
501,501,,,,,,,,1.66309486222465,"GASTALDELLO",47,"Dc","Brescia",2,2,0,-10.6388026851631
502,502,,,,,,,,1.66309486222465,"ELYAMIQ",2664,"Dc","Genoa",2,1,1,-10.6388026851631
503,503,,,,,,,,1.66309486222465,"KUMBULLA",4495,"Dc","Verona",2,1,1,-10.6388026851631
504,504,,,,,,,,1.66309486222465,"RIGONIL",438,"C","Parma",2,2,0,-12.4990290773402
505,505,,,,,,,,1.66309486222465,"RAGATZU",4455,"A","Cagliari",2,2,0,-12.5139935328456
506,506,,,,,,,,1.66309486222465,"TUTINO",4507,"A","Verona",2,1,1,-12.5139935328456
507,507,,,,,,,,1.66309486222465,"ANTONUCCI",2657,"A","Roma",2,2,0,-12.5139935328456
249,249,2289,"D","DALBERT","Inter",11,5.73,5.73,1.65868421052632,"DALBERT",2289,"Ds;E","Fiorentina",3,3,0,-8.22955480459927
9,9,58,"C","DIAWARA","Napoli",11,5.82,5.64,1.63263157894737,"DIAWARA",58,"M;C","Roma",9,9,0,-13.3710041413875
120,120,532,"A","FALCINELLI","Bologna",11,5.45,5.55,1.60657894736842,"FALCINELLI",532,"Pc","Bologna",5,5,0,-21.2041147049475
27,27,169,"D","TOMOVIC","Chievo",10,5.6,5.85,1.53947368421053,"TOMOVIC",169,"Dd;Dc","SPAL",4,4,0,-13.6806976221891
76,76,367,"C","BONAVENTURA","Milan",8,6.12,7.25,1.52631578947368,"BONAVENTURA",367,"C;W;T","Milan",18,18,0,0.356112761493606
294,294,2793,"D","OPOKU","Udinese",11,5.45,5.23,1.51394736842105,"OPOKU",2793,"Dc","Udinese",2,2,0,-11.9943632382193
313,313,2855,"C","VIEIRA","Sampdoria",10,5.8,5.7,1.5,"VIEIRA",2855,"M;C","Sampdoria",4,4,0,-14.576456086476
86,86,393,"D","LUPERTO","Napoli",10,5.65,5.65,1.48684210526316,"LUPERTO",393,"Ds;Dc","Napoli",3,3,0,-9.89371795024391
262,262,2653,"D","LYKOGIANNIS","Cagliari",10,5.5,5.55,1.46052631578947,"LYKOGIANNIS",2653,"Ds;E","Cagliari",4,4,0,-10.0305574130351
508,508,,,,,,,,1.44795215493371,"TREMOLADA",4450,"T","Brescia",1,1,0,-14.8435707002004
509,509,,,,,,,,1.44795215493371,"FAGIOLI",4465,"T","Juventus",1,1,0,-14.8435707002004
510,510,,,,,,,,1.44795215493371,"ROSSIF",2297,"Por","Atalanta",1,1,0,-3.35800094460313
511,511,,,,,,,,1.44795215493371,"DACOSTA",40,"Por","Bologna",1,1,0,-3.35800094460313
512,512,,,,,,,,1.44795215493371,"SARRM",42,"Por","Bologna",1,1,0,-3.35800094460313
513,513,,,,,,,,1.44795215493371,"ALFONSO",4440,"Por","Brescia",1,1,0,-3.35800094460313
514,514,,,,,,,,1.44795215493371,"ANDRENACCI",4441,"Por","Brescia",1,1,0,-3.35800094460313
515,515,,,,,,,,1.44795215493371,"CEROFOLINI",2294,"Por","Fiorentina",1,1,0,-3.35800094460313
516,516,,,,,,,,1.44795215493371,"BLEVE",4468,"Por","Lecce",1,1,0,-3.35800094460313
517,517,,,,,,,,1.44795215493371,"MILLI",4469,"Por","Lecce",1,1,0,-3.35800094460313
518,518,,,,,,,,1.44795215493371,"VIGORITO",2809,"Por","Lecce",1,1,0,-3.35800094460313
519,519,,,,,,,,1.44795215493371,"DONNARUMMAAN",216,"Por","Milan",1,1,0,-3.35800094460313
520,520,,,,,,,,1.44795215493371,"COLOMBI",412,"Por","Parma",1,1,0,-3.35800094460313
521,521,,,,,,,,1.44795215493371,"THIAMD",4485,"Por","SPAL",1,1,0,-3.35800094460313
522,522,,,,,,,,1.44795215493371,"ZACCAGNO",2270,"Por","Torino",1,1,0,-3.35800094460313
523,523,,,,,,,,1.44795215493371,"BERARDIA",4491,"Por","Verona",1,1,0,-3.35800094460313
524,524,,,,,,,,1.44795215493371,"BORGHETTO",4410,"Por","Verona",1,1,0,-3.35800094460313
525,525,,,,,,,,1.44795215493371,"RADUNOVIC",3,"Por","Verona",1,1,0,-3.35800094460313
526,526,,,,,,,,1.44795215493371,"ALASTRA",654,"Por","Parma",1,1,0,-3.35800094460313
527,527,,,,,,,,1.44795215493371,"RUSSOA",4518,"Por","Sassuolo",1,1,0,-3.35800094460313
528,528,,,,,,,,1.44795215493371,"LETICA",4520,"Por","SPAL",1,1,0,-3.35800094460313
529,529,,,,,,,,1.44795215493371,"AVOGADRI",4523,"Por","Sampdoria",1,1,0,-3.35800094460313
530,530,,,,,,,,1.44795215493371,"GEMELLO",4525,"Por","Torino",1,1,0,-3.35800094460313
531,531,,,,,,,,1.44795215493371,"ESPOSITOSE",4463,"Pc","Inter",1,1,0,-22.6458299962918
532,532,,,,,,,,1.44795215493371,"SALCEDOE",2304,"Pc","Verona",1,1,0,-22.6458299962918
533,533,,,,,,,,1.44795215493371,"ADORANTE",4387,"Pc","Parma",1,1,0,-22.6458299962918
534,534,,,,,,,,1.44795215493371,"RAUTI",4489,"Pc","Torino",1,1,0,-22.6458299962918
535,535,,,,,,,,1.44795215493371,"TUPTA",767,"Pc","Verona",1,1,0,-22.6458299962918
536,536,,,,,,,,1.44795215493371,"VIVIANIM",4451,"M;C","Brescia",1,1,0,-15.0495046362314
537,537,,,,,,,,1.44795215493371,"ROVELLA",4459,"M;C","Genoa",1,1,0,-15.0495046362314
538,538,,,,,,,,1.44795215493371,"STREFEZZA",4486,"E;W","SPAL",1,1,0,-12.295418096501
539,539,,,,,,,,1.44795215493371,"TERZIC",4375,"Ds;E","Fiorentina",1,1,0,-10.1448405029427
540,540,,,,,,,,1.44795215493371,"GALLO",4502,"Ds;E","Lecce",1,1,0,-10.1448405029427
541,541,,,,,,,,1.44795215493371,"RANIERIL",4378,"Ds;Dc","Fiorentina",1,1,0,-10.2471780133834
542,542,,,,,,,,1.44795215493371,"BOUAH",4481,"Dd;E","Roma",1,1,0,-10.8589289550335
543,543,,,,,,,,1.44795215493371,"GILLI",4488,"Dd;E","Torino",1,1,0,-10.8589289550335
544,544,,,,,,,,1.44795215493371,"CRESCENZI",457,"Dd;Ds;E","Verona",1,1,0,-9.1885993368827
545,545,,,,,,,,1.44795215493371,"OKOLI",4432,"Dc","Atalanta",1,1,0,-12.5941755837875
546,546,,,,,,,,1.44795215493371,"MANGRAVITI",4504,"Dc","Brescia",1,1,0,-12.5941755837875
547,547,,,,,,,,1.44795215493371,"RIZZON",4392,"Dc","Genoa",1,1,0,-12.5941755837875
548,548,,,,,,,,1.44795215493371,"JORGESILVA",4467,"Dc","Lazio",1,1,0,-12.5941755837875
549,549,,,,,,,,1.44795215493371,"RICCARDID",4473,"Dc","Lecce",1,1,0,-12.5941755837875
550,550,,,,,,,,1.44795215493371,"GABBIA",4401,"Dc","Milan",1,1,0,-12.5941755837875
551,551,,,,,,,,1.44795215493371,"MINELLI",4480,"Dc","Parma",1,1,0,-12.5941755837875
552,552,,,,,,,,1.44795215493371,"BUONGIORNO",2724,"Dc","Torino",1,1,0,-12.5941755837875
553,553,,,,,,,,1.44795215493371,"CIPRIANO",4509,"Dc","Lazio",1,1,0,-12.5941755837875
554,554,,,,,,,,1.44795215493371,"COLLEYE",4435,"C;W;T","Atalanta",1,1,0,-0.356112761493606
555,555,,,,,,,,1.44795215493371,"ZENNARO",4383,"C;T","Genoa",1,1,0,-16.2986299291186
556,556,,,,,,,,1.44795215493371,"DEANGELIS",4490,"C;T","Torino",1,1,0,-16.2986299291186
557,557,,,,,,,,1.44795215493371,"AGOUME",4411,"C","Inter",1,1,0,-14.4544019759646
558,558,,,,,,,,1.44795215493371,"NICOLUSSICAVIGLIA",4349,"C","Juventus",1,1,0,-14.4544019759646
559,559,,,,,,,,1.44795215493371,"LUCASFELIPPE",4499,"C","Verona",1,1,0,-14.4544019759646
560,560,,,,,,,,1.44795215493371,"CAMBIAGHI",4436,"A","Atalanta",1,1,0,-14.4693664314701
561,561,,,,,,,,1.44795215493371,"CANGIANO",4483,"A","Bologna",1,1,0,-14.4693664314701
562,562,,,,,,,,1.44795215493371,"BAHLOULI",4508,"A","Sampdoria",1,1,0,-14.4693664314701
166,166,1852,"D","SPINAZZOLA","Juventus",9,6,6.11,1.44710526315789,"SPINAZZOLA",1852,"Ds;E","Roma",7,7,0,-10.1525376693833
41,41,244,"D","GHIGLIONE","Frosinone",9,5.83,5.94,1.40684210526316,"GHIGLIONE",244,"Dd;E","Genoa",4,3,1,-11.2325668905187
29,29,173,"C","CAPEZZI","Empoli",10,5.65,5.3,1.39473684210526,"CAPEZZI",173,"M;C","Sampdoria",3,3,0,-15.5331639794033
1,1,11,"D","CONTI","Milan",9,5.78,5.83,1.38078947368421,"CONTI",11,"Dd;E","Milan",5,5,0,-11.4693520940183
299,299,2815,"P","TERRACCIANO","Fiorentina",10,6.35,5.05,1.32894736842105,"TERRACCIANO",2815,"Por","Fiorentina",1,1,0,-4.43960272085466
185,185,1976,"C","MAZZITELLI","Genoa",9,5.72,5.56,1.31684210526316,"MAZZITELLI",1976,"C","Sassuolo",2,2,0,-15.6460251599028
250,250,2290,"C","EYSSERIC","Fiorentina",8,5.94,6,1.26315789473684,"EYSSERIC",2290,"W;T","Fiorentina",4,4,0,4.50449966253286
128,128,570,"P","KARNEZIS","Napoli",9,6.11,5.33,1.26236842105263,"KARNEZIS",570,"Por","Napoli",1,1,0,-5.04472046313119
34,34,218,"P","PERIN","Juventus",9,5.89,4.94,1.17,"PERIN",218,"Por","Juventus",1,1,0,-5.88423163917492
205,205,2076,"C","ROG","Napoli",7,6.07,6.29,1.15868421052632,"ROG",2076,"C","Cagliari",10,10,0,-17.0834787690261
281,281,2772,"D","DURMISI","Lazio",8,5.56,5.31,1.11789473684211,"DURMISI",2772,"Ds;E","Lazio",2,2,0,-13.1446416045134
181,181,1939,"A","LAPADULA","Genoa",6,5.67,6.08,0.96,"LAPADULA",1939,"Pc","Lecce",13,14,-1,-27.0806929372537
4,4,27,"C","GRASSI","Parma",6,5.83,5.83,0.920526315789474,"GRASSI",27,"C","Parma",7,7,0,-19.2480303767742
173,173,1872,"C","DESSENA","Cagliari",6,5.67,5.42,0.85578947368421,"DESSENA",1872,"E;M","Brescia",5,5,0,-15.7417750164247
267,267,2741,"C","PESSINA","Atalanta",5,6.1,6.3,0.828947368421053,"PESSINA",2741,"C","Verona",3,3,0,-20.080366243621
252,252,2317,"A","BRIGNOLA","Sassuolo",5,5.8,6.2,0.81578947368421,"BRIGNOLA",2317,"A","Sassuolo",3,3,0,-20.2149191857424
61,61,305,"C","STURARO","Genoa",5,5.7,6.1,0.802631578947368,"STURARO",305,"M;C","Genoa",6,6,0,-20.9146458771196
161,161,819,"A","FAVILLI","Genoa",5,5.7,5.9,0.776315789473684,"FAVILLI",819,"Pc","Genoa",3,3,0,-28.7501482104119
238,238,2243,"C","CICIRETTI","Parma",5,5.6,5.6,0.736842105263158,"CICIRETTI",2243,"W;T","Napoli",1,1,0,-0.279039802103798
163,163,1839,"A","EDERA","Bologna",5,5.5,5.4,0.710526315789474,"EDERA",1839,"A","Torino",3,3,0,-21.1716270786697
222,222,2172,"C","BARAK","Udinese",5,5.4,5.4,0.710526315789474,"BARAK",2172,"T","Udinese",10,10,0,-21.5458313474
138,138,631,"C","VIVIANI","Frosinone",5,5.4,5.3,0.697368421052632,"VIVIANI",631,"M;C","SPAL",4,4,0,-21.8713537700469
162,162,824,"D","ADJAPONG","Sassuolo",4,6,6.62,0.696842105263158,"ADJAPONG",824,"Dd;E","Verona",3,3,0,-17.6855616283136
319,319,4302,"D","SIERRALTA","Parma",5,5.5,4.9,0.644736842105263,"SIERRALTA",4302,"Dd;Dc","Udinese",2,2,0,-21.8127147120714
132,132,606,"A","THEREAU","Cagliari",4,5.75,5.75,0.605263157894737,"THEREAU",606,"A","Fiorentina",1,1,0,-22.128334971597
309,309,2841,"A","VLAHOVIC","Fiorentina",4,5.62,5.62,0.591578947368421,"VLAHOVIC",2841,"Pc","Fiorentina",3,3,0,-30.4291705624993
289,289,2787,"D","DICKMANN","SPAL",4,5.5,5.38,0.566315789473684,"DICKMANN",2787,"Dd;E","SPAL",3,3,0,-18.8718794155435
83,83,387,"P","REINA","Milan",4,6.38,5.12,0.538947368421053,"REINA",387,"Por","Milan",1,1,0,-11.6196954572743
106,106,490,"D","REGINI","SPAL",3,6,6,0.473684210526316,"REGINI",490,"Ds;Dc;E","Sampdoria",2,2,0,-23.3795491334118
130,130,589,"C","BADU","Udinese",3,6,6,0.473684210526316,"BADU",589,"M;C","Verona",6,6,0,-23.9043580425175
326,326,4333,"A","DESPODOV","Cagliari",3,5.67,5.67,0.447631578947368,"DESPODOV",4333,"A","Cagliari",2,2,0,-23.5610050412557
305,305,2833,"C","KULUSEVSKI","Atalanta",3,5.5,5.5,0.434210526315789,"KULUSEVSKI",2833,"C;T","Parma",4,4,0,-25.5122487952524
112,112,510,"P","PEGOLO","Sassuolo",3,6,4.5,0.355263157894737,"PEGOLO",510,"Por","Sassuolo",1,1,0,-13.2891507304325
141,141,640,"D","CHIRICHES","Napoli",2,6.25,6.25,0.328947368421053,"CHIRICHES",640,"Dc","Napoli",4,4,0,-22.7645023428487
67,67,318,"P","MARCHETTI","Genoa",4,5.75,3.12,0.328421052631579,"MARCHETTI",318,"Por","Genoa",1,1,0,-13.533111243129
49,49,261,"D","RANOCCHIA","Inter",2,6,5.75,0.302631578947368,"RANOCCHIA",261,"Dc","Inter",3,2,1,-23.0036793160806
327,327,4338,"C","JANKOVIC","SPAL",2,6,5.75,0.302631578947368,"JANKOVIC",4338,"W;T","SPAL",3,3,0,-4.22545986042906
290,290,2788,"D","BREMER","Torino",2,5.75,5.5,0.289473684210526,"BREMER",2788,"Dc","Torino",4,4,0,-23.1232678026965
271,271,2747,"D","PAZ","Bologna",2,5.5,5.25,0.276315789473684,"PAZ",2747,"Ds;Dc","Bologna",1,1,0,-20.8958587189083
280,280,2770,"P","PROTO","Lazio",2,6,3.75,0.197368421052632,"PROTO",2770,"Por","Lazio",1,1,0,-14.7242125698235
266,266,2739,"D","RECA","Atalanta",1,6.5,6.5,0.171052631578947,"RECA",2739,"Ds;E","SPAL",3,3,0,-21.7502291013949
321,321,4325,"P","JANDREI","Genoa",1,6.5,5.5,0.144736842105263,"JANDREI",4325,"Por","Genoa",1,1,0,-15.2025665162872
331,331,4359,"A","PICCOLI","Atalanta",1,5.5,5.5,0.144736842105263,"PICCOLI",4359,"Pc","Atalanta",1,1,0,-34.4903955679759
335,335,4370,"C","PORTANOVA","Juventus",1,6,5.5,0.144736842105263,"PORTANOVA",4370,"C","Juventus",1,1,0,-26.2989675476487
178,178,1930,"P","PINSOGLIO","Juventus",1,5.5,3.5,0.092105263157895,"PINSOGLIO",1930,"Por","Juventus",1,1,0,-15.6809204627508
66,66,317,"P","GUERRIERI","Lazio",1,5.5,2.5,0.065789473684211,"GUERRIERI",317,"Por","Lazio",1,1,0,-15.9200974359827
44,44,248,"P","BERNI","Inter",0,0,0,0,"BERNI",248,"Por","Inter",1,1,0,-16.5180398690622
82,82,385,"P","GABRIEL","Milan",0,0,0,0,"GABRIEL",385,"Por","Lecce",6,6,0,-16.5180398690622
87,87,395,"D","STRINIC","Milan",0,0,0,0,"STRINIC",395,"Ds;E","Milan",2,2,0,-23.3048794274018
123,123,543,"P","PADELLI","Inter",0,0,0,0,"PADELLI",543,"Por","Inter",1,1,0,-16.5180398690622
131,131,600,"C","VERRE","Sampdoria",0,0,0,0,"VERRE",600,"C;T","Verona",6,6,0,-29.4586688535777
134,134,611,"P","RAFAEL","Cagliari",0,0,0,0,"RAFAEL",611,"Por","Cagliari",2,1,1,-16.5180398690622
145,145,673,"P","PERISAN","Udinese",0,0,0,0,"PERISAN",673,"Por","Udinese",1,1,0,-16.5180398690622
164,164,1847,"D","CALDARA","Milan",0,0,0,0,"CALDARA",1847,"Dc","Milan",4,4,0,-25.7542145082466
182,182,1946,"P","ARESTI","Cagliari",0,0,0,0,"ARESTI",1946,"Por","Cagliari",1,1,0,-16.5180398690622
203,203,2073,"A","RAGUSA","Sassuolo",0,0,0,0,"RAGUSA",2073,"A","Verona",3,3,0,-27.6294053559292
204,204,2075,"C","CRISTOFORO","Fiorentina",0,0,0,0,"CRISTOFORO",2075,"M;C","Fiorentina",3,3,0,-28.2095435606905
212,212,2134,"P","FALCONE","Sampdoria",0,0,0,0,"FALCONE",2134,"Por","Sampdoria",1,1,0,-16.5180398690622
214,214,2146,"A","HAN","Cagliari",0,0,0,0,"HAN",2146,"Pc","Cagliari",3,3,0,-35.805868920751
216,216,2163,"A","CORNELIUS","Atalanta",0,0,0,0,"CORNELIUS",2163,"Pc","Parma",7,7,0,-35.805868920751
223,223,2174,"D","VENUTI","Fiorentina",0,0,0,0,"VENUTI",2174,"Dd;Ds;E","Fiorentina",5,5,0,-22.3486382613418
230,230,2193,"C","GONALONS","Roma",0,0,0,0,"GONALONS",2193,"M;C","Roma",4,4,0,-28.2095435606905
241,241,2271,"P","NICOLAS","Udinese",0,0,0,0,"NICOLAS",2271,"Por","Udinese",1,1,0,-16.5180398690622
254,254,2325,"A","KARAMOH","Inter",0,0,0,0,"KARAMOH",2325,"A","Parma",12,12,0,-27.6294053559292
276,276,2761,"P","VODISEK","Genoa",0,0,0,0,"VODISEK",2761,"Por","Genoa",1,1,0,-16.5180398690622
286,286,2781,"P","FUZATO","Roma",0,0,0,0,"FUZATO",2781,"Por","Roma",1,1,0,-16.5180398690622
287,287,2783,"D","BIANDA","Roma",0,0,0,0,"BIANDA",2783,"Dc","Roma",1,1,0,-25.7542145082466
292,292,2790,"P","ROSATI","Torino",0,0,0,0,"ROSATI",2790,"Por","Torino",1,1,0,-16.5180398690622
295,295,2794,"A","MICIN","Udinese",0,0,0,0,"MICIN",2794,"A","Udinese",1,1,0,-27.6294053559292
306,306,2835,"C","KINGSLEY","Bologna",0,0,0,0,"KINGSLEY",2835,"C;T","Bologna",3,2,1,-29.4586688535777
308,308,2839,"A","SOTTIL","Fiorentina",0,0,0,0,"SOTTIL",2839,"A","Fiorentina",4,3,1,-27.6294053559292
310,310,2852,"C","RICCARDI","Roma",0,0,0,0,"RICCARDI",2852,"C;T","Roma",1,1,0,-29.4586688535777
311,311,2853,"A","MONCINI","SPAL",0,0,0,0,"MONCINI",2853,"Pc","SPAL",5,5,0,-35.805868920751
322,322,4327,"C","OLIVA","Cagliari",0,0,0,0,"OLIVA",4327,"M","Cagliari",3,3,0,-27.6475756366612
324,324,4331,"D","IBANEZ","Atalanta",0,0,0,0,"IBANEZ",4331,"Dc","Atalanta",2,2,0,-25.7542145082466
328,328,4346,"A","MILLICO","Torino",0,0,0,0,"MILLICO",4346,"A","Torino",1,1,0,-27.6294053559292
329,329,4351,"P","BRANCOLINI","Fiorentina",0,0,0,0,"BRANCOLINI",4351,"Por","Fiorentina",1,1,0,-16.5180398690622
330,330,4353,"C","MONTIEL","Fiorentina",0,0,0,0,"MONTIEL",4353,"T;A","Fiorentina",1,1,0,-32.2225989353525
332,332,4364,"C","GAETANO","Napoli",0,0,0,0,"GAETANO",4364,"T","Napoli",1,1,0,-28.0036096246595
333,333,4365,"D","CORBO","Bologna",0,0,0,0,"CORBO",4365,"Dc","Bologna",1,1,0,-25.7542145082466
334,334,4368,"A","JUWARA","Chievo",0,0,0,0,"JUWARA",4368,"A","Bologna",1,1,0,-27.6294053559292
336,336,4371,"A","RASPADORI","Sassuolo",0,0,0,0,"RASPADORI",4371,"Pc","Sassuolo",1,1,0,-35.805868920751
